"",gene_symbol,GSM2440320,GSM2440321,GSM2440322,GSM2440323,GSM2440324,GSM2440325,GSM2440326,GSM2440327,GSM2440328,GSM2440329,GSM2440330,GSM2440331
ENSG00000171103,TRMT61B,37.3384,70.1895,37.5025,25.1128,117.3506,106.4263,48.8548,48.9139,114.2852,31.8445,0,3.9596
ENSG00000171105,INSR,1693.4964,2076.2418,723.2711,1452.3711,959.8388,1077.3872,764.5633,1330.901,1890.6892,839.8149,1386.7496,885.0206
ENSG00000171109,MFN1,121.8859,161.2517,125.6696,86.6237,164.4786,218.5545,89.1148,242.457,332.7918,205.5633,212.1067,82.6108
ENSG00000171115,GIMAP8,78.2365,132.7197,13.7086,26.2375,41.3178,212.2289,6.9633,39.8729,64.2586,8.9135,11.8575,32.4598
ENSG00000171116,HSFX1,6.0826,33.0209,0,6.03,72.2881,57.4812,8.7859,0,29.3456,2.7849,2.9396,0
ENSG00000171119,NRTN,68.1776,60.0269,33.9121,51.0923,59.9527,368.8537,91.9181,63.9417,91.0698,60.9357,45.7666,14.9235
ENSG00000171121,KCNMB3,75.1669,63.8014,39.7617,66.2989,422.8532,36.5229,42.5865,67.8847,80.9723,38.8839,27.259,16.0418
ENSG00000171124,FUT3,6160.5905,3485.88,4609.6281,4597.4256,2355.5654,10.3619,3723.8798,6643.0171,14405.2556,10776.2715,2091.2101,2618.0776
ENSG00000171126,KCNG3,0,0,0,0,0,0,0,0,2.0079,0,0,0
ENSG00000171130,ATP6V0E2,578.2011,414.1319,258.1774,998.2728,918.0194,1742.777,288.1356,514.9732,4194.9655,1487.3237,312.3724,405.6778
ENSG00000171132,PRKCE,73.9133,87.4344,56.4094,120.5547,120.7851,225.4705,87.6542,87.8232,271.8693,72.6877,22.2821,18.3446
ENSG00000171133,OR2K2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171135,JAGN1,648.119,645.5738,261.7126,454.1025,785.6253,611.7162,605.3542,939.0819,938.0754,405.401,54.5323,80.2057
ENSG00000171136,RLN3,0.9764,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171148,TADA3,2721.0014,2291.1087,1640.9892,4236.795,3045.9723,4013.9727,4554.1227,6490.2109,6015.8668,4512.4636,2361.9205,2212.7539
ENSG00000171150,SOCS5,21.3448,24.1327,27.4024,29.2732,66.52,75.8074,9.9459,25.9158,30.1238,12.8708,7.9029,2.9496
ENSG00000171155,C1GALT1C1,111.9684,195.5316,109.7768,68.3503,67.2078,70.2154,50.8525,60.8819,195.4403,110.4462,8.931,16.825
ENSG00000171159,C9orf16,2780.0374,2432.5006,2731.849,8307.8889,3716.3399,1521.0971,5109.8019,8997.5817,9172.0348,7084.6251,3106.9346,3088.8574
ENSG00000171160,MORN4,144.9869,110.5016,36.9686,85.0496,164.2669,199.1147,42.9618,102.4259,185.7607,176.5465,34.2458,48.9058
ENSG00000171161,ZNF672,1384.4805,1345.5707,585.1141,649.7897,822.4311,866.4404,600.2123,1738.0437,2696.015,1445.1429,602.8518,623.9749
ENSG00000171163,ZNF692,4169.589,2186.0988,4519.7538,6490.7389,5329.3803,1765.5564,5656.9218,5344.4385,5572.5411,3960.3638,2586.7718,1799.4512
ENSG00000171169,NAIF1,389.4548,323.409,218.1015,313.5038,387.0831,329.2384,332.7319,484.691,553.8161,368.1625,141.8641,126.6516
ENSG00000171174,RBKS,86.7997,104.3234,39.0303,39.174,216.2459,144.2421,57.7994,97.7889,418.0092,66.9492,11.9052,27.693
ENSG00000171180,OR2M4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171189,GRIK1,3.0453,0,0.9823,0,4.025,3.0245,2.9866,0,1.0038,0.9913,0.9886,0
ENSG00000171195,MUC7,0,0,0,0,0,0,0,1.9947,0,0,0,0
ENSG00000171199,OPRPN,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171201,SMR3B,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171202,TMEM126A,68.3302,114.5534,53.7456,20.857,80.322,151.5869,17.0503,104.1267,337.279,139.9357,3.0038,15.0891
ENSG00000171204,TMEM126B,127.8646,239.101,112.4814,96.4543,200.4893,194.9364,63.0089,120.9891,278.5617,227.1562,122.4107,64.6048
ENSG00000171206,TRIM8,1473.1022,982.9555,774.0981,779.1679,2764.1502,2674.9405,779.4326,1133.8198,2135.3907,2381.431,392.7103,503.5762
ENSG00000171208,NETO2,189.3776,98.9049,90.2264,26.7407,120.8296,4.9721,5.019,65.2569,587.5605,5.343,56.768,31.4933
ENSG00000171209,CSN3,0,0,0,0,0,0,0,1.0004,0,0,0,0
ENSG00000171217,CLDN20,2.0086,3.0032,0.9951,0,1.0003,0,1.9971,0.9988,1.0012,0,0,0
ENSG00000171219,CDC42BPG,1222.5914,1285.3879,615.9302,1183.4365,1646.7372,19.2241,570.7814,1058.4715,2584.9428,1845.8897,822.7994,639.9611
ENSG00000171222,SCAND1,7666.0964,5058.4902,1297.9326,8044.6898,3993.5194,1770.2895,7046.6936,2713.4431,5285.2113,2279.8459,4056.7937,2033.9201
ENSG00000171223,JUNB,3412.2907,5679.1125,2472.5289,7407.6191,18166.5684,30830.0259,1262.6787,7802.7825,6059.7038,4846.1433,1425.1669,2690.7111
ENSG00000171224,C10orf35,538.8452,385.9767,148.898,252.337,246.6519,230.0474,199.8784,490.6507,415.1966,530.8137,36.8288,108.5248
ENSG00000171227,TMEM37,468.2846,577.6958,32.6503,224.2171,1085.6089,149.5528,518.411,1216.5094,420.0073,309.3527,72.3807,523.3235
ENSG00000171234,UGT2B7,127.3103,33.0907,3.0165,6.0314,22.8411,0.9857,0.9965,99.7928,10.9913,46.711,24.7854,1.9764
ENSG00000171236,LRG1,3178.9019,1539.1084,404.4069,485.4449,489.2644,29.9542,202.8892,2936.6058,662.5514,3512.1134,971.4948,2221.8961
ENSG00000171241,SHCBP1,198.1474,154.0193,88.555,113.4917,230.2302,15.1453,54.8703,161.6414,541.7362,210.5293,123.3192,84.224
ENSG00000171243,SOSTDC1,7.0731,15.0506,6.9065,6.0418,49.2056,23.1125,1.9931,7.9821,10.0268,17.8905,0,0
ENSG00000171246,NPTX1,17.2819,4.023,0.9795,5.0271,23.1896,4833.4993,0,0,0,0,0,0
ENSG00000171262,FAM98B,88.4569,139.9138,98.7672,45.2703,173.9256,134.4388,47.8433,230.0136,442.9688,159.7948,66.5671,52.3544
ENSG00000171291,ZNF439,57.8709,115.2114,21.6734,47.303,29.0788,16.2092,33.6258,34.9935,57.0065,24.17,55.1764,28.0834
ENSG00000171295,ZNF440,150.7505,226.056,81.3978,157.6975,180.6664,54.6577,66.3234,174.2316,206.9294,236.1293,212.6776,118.6541
ENSG00000171298,GAA,1462.4745,945.715,3093.2668,3241.0626,2326.8604,2897.6296,3029.5327,2100.1558,6886.3036,6562.121,2554.3376,1393.0771
ENSG00000171302,CANT1,2568.084,1713.6366,4449.5439,1238.1305,2710.3831,709.4228,937.0614,4530.0813,5823.6694,4635.5311,1914.7348,1399.2701
ENSG00000171303,KCNK3,9.4814,47.8549,9.2335,20.5512,25.4904,298.2943,8.1911,30.4673,12.6589,21.95,94.2148,11.0151
ENSG00000171307,ZDHHC16,1430.4248,1238.0439,876.1938,1338.0823,1278.2399,620.1366,1127.1006,1015.2678,2206.0107,1702.3143,502.0577,569.3798
ENSG00000171310,CHST11,73.2102,225.3531,43.9962,51.4236,753.4776,118.2301,17.9287,61.803,100.4312,28.7008,10.8632,25.5594
ENSG00000171311,EXOSC1,943.7936,913.5987,403.925,781.2142,904.2959,672.3392,599.8118,830.6843,1730.361,987.395,114.6031,256.5856
ENSG00000171314,PGAM1,1920.8603,3437.8406,2065.6631,615.3055,2651.2688,6170.413,530.772,2710.9364,15963.9633,4399.8039,205.9081,547.7281
ENSG00000171316,CHD7,931.2949,813.0881,590.869,1263.3854,1227.6726,314.1507,932.0199,766.4113,932.151,551.7745,996.5573,628.3667
ENSG00000171320,ESCO2,17.7618,24.748,38.7047,20.3227,26.2342,8.356,13.27,51.7302,133.8189,56.1531,48.1643,12.9602
ENSG00000171345,KRT19,29311.1265,10898.7746,30448.8237,52560.8796,60575.6483,106.0431,16160.3,46787.8381,70809.8621,43977.3338,57549.143,27729.5656
ENSG00000171346,KRT15,454.846,352.8117,544.7005,559.7686,561.6007,1.8514,203.7564,265.688,692.3083,308.4783,160.6929,82.5735
ENSG00000171357,LURAP1,26.2676,13.1429,14.9457,34.1874,60.5559,163.8721,20.5396,21.3721,25.4931,34.8307,92.8708,29.0484
ENSG00000171360,KRT38,0,1.0042,0,0,13.2632,0,0,0,0,0,0,0
ENSG00000171365,CLCN5,448.4812,353.2977,119.7422,220.0856,506.3118,21.792,363.8186,112.4844,231.793,196.5752,73.448,27.4213
ENSG00000171368,TPPP,264.5132,42.2489,63.5363,86.8458,312.15,1212.2997,628.3505,201.3615,653.3328,433.4387,123.1452,323.2666
ENSG00000171385,KCND3,18.3993,8.147,4.9241,11.2749,20.3639,235.8923,1.0009,19.4241,3.0331,163.4564,31.7006,182.915
ENSG00000171388,APLN,45.6627,326.6113,65.7223,99.8328,595.0829,41.3795,31.8459,238.2927,1880.9716,123.9026,53.3943,34.4652
ENSG00000171396,KRTAP4-4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171401,KRT13,2.9092,12.1139,0.9869,19.0896,403.5501,1.0038,4.0286,5.9909,6.0146,8.0369,1.0073,0.9933
ENSG00000171402,XAGE3,4.847,2.9638,4.1933,3.9329,0,0,2.0203,2.0104,2.9775,1.0215,11.1447,3.0761
ENSG00000171403,KRT9,0,0,0,0,2.0049,0,0.9959,0.9982,0,0,0,0
ENSG00000171405,XAGE5,0.6251,1.9966,0,0,0,0,0,0,0,0,3.1085,1.0127
ENSG00000171408,PDE7B,6.1083,10.0814,6.9132,15.5772,53.4861,78.9687,3.9999,8.0953,8.4155,7.006,18.3085,0
ENSG00000171421,MRPL36,1443.6056,1274.6596,576.4354,663.7189,1166.532,888.3389,851.6203,2851.2335,4298.6036,1401.6165,75.4673,270.3267
ENSG00000171425,ZNF581,1156.6744,1012.8439,768.4844,983.1,790.6472,724.503,1180.8604,2933.8721,2314.6978,992.0181,3266.6132,711.5592
ENSG00000171428,NAT1,26.1195,79.1001,25.6804,9.0601,32.0724,9.0199,6.9873,11.9796,40.0886,36.849,5.0281,6.9197
ENSG00000171431,KRT20,333.1782,947.9032,151.1264,527.9347,34.6273,15.0608,260.1706,83.3243,1433.0351,742.3864,3.9654,72.1962
ENSG00000171433,GLOD5,70.1547,155.4058,28.3904,36.729,43.6297,0,69.2831,46.0575,93.8107,39.3607,110.6356,28.3132
ENSG00000171435,KSR2,6.6086,13.8311,17.0447,10.1418,49.8505,9.1469,21.5425,11.6475,71.4026,57.361,49.6198,26.212
ENSG00000171443,ZNF524,1780.2529,1544.5994,663.8954,1794.5494,1317.0994,851.1228,1890.1044,2330.719,1836.4131,1744.8312,3446.4592,1084.2199
ENSG00000171444,MCC,8.266,28.174,8.0866,8.2871,75.562,50.5587,7.0621,3.0891,13.4316,4.9917,9.3989,0.9968
ENSG00000171446,KRT27,0,0,0,0,1.0031,0.9869,0,0,0,0,0,0
ENSG00000171448,ZBTB26,12.1957,12.0641,24.4713,19.1761,19.1502,34.3696,5.9681,13.9549,31.1156,15.8437,1.976,2.9503
ENSG00000171450,CDK5R2,8.1048,14.061,0.9831,2.0151,6.0353,25.19,3.9828,14.9598,6.02,0.9922,59.3757,2.9582
ENSG00000171451,DSEL,10.9788,5.1295,9.7921,13.2903,26.6179,57.6133,6.8349,7.4857,14.2167,5.7929,66.2291,17.1676
ENSG00000171453,POLR1C,2232.8774,1381.7443,1230.3726,2593.0526,2823.1309,569.4064,2192.3234,3752.1067,4560.5475,2105.0519,1505.0618,797.4924
ENSG00000171456,ASXL1,2818.9061,3201.977,1539.9588,2402.3852,4273.3547,2245.276,3203.0421,1693.4627,3606.0322,992.6967,449.6046,339.2796
ENSG00000171459,OR1L6,0.9987,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171462,DLK2,14.2248,42.3329,31.5995,28.3516,112.6328,17.4209,34.4887,37.1916,44.2056,27.1392,19.5003,16.2136
ENSG00000171466,ZNF562,562.9162,554.7884,421.2312,756.7535,403.4728,287.149,358.1891,1419.1503,758.6906,702.6024,1766.9297,580.2593
ENSG00000171467,ZNF318,154.1559,260.6939,114.9586,94.2054,394.3838,298.4955,68.1184,194.4695,256.9661,95.1891,80.8299,27.0792
ENSG00000171469,ZNF561,126.5438,195.593,106.6713,141.4521,108.2883,258.238,86.2978,198.7751,244.7214,76.3436,284.4097,93.6737
ENSG00000171475,WIPF2,465.3854,521.055,502.1446,552.6132,715.4373,529.9803,309.0794,627.1578,1277.8995,853.5641,836.6356,420.4878
ENSG00000171476,HOPX,49.8233,27.3521,56.0347,64.7095,407.2188,704.055,36.617,34.925,56.4226,23.7105,81.966,27.624
ENSG00000171478,SPACA5B,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171481,OR1L3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171487,NLRP5,0,0,0,0,0,0,0,1.9938,0,0,2.006,0
ENSG00000171488,LRRC8C,11.1704,19.1119,5.8705,9.0829,15.0723,22.5692,0.9942,15.9476,19.0572,9.8929,3.9621,6.9212
ENSG00000171489,SPACA5,3.9441,1.9886,1.0318,0,2.9657,2.9199,0,0,0,0,1.0074,0
ENSG00000171490,RSL1D1,5335.4788,3136.0709,2106.7638,4410.135,5217.3646,2274.5868,3379.5664,4815.2532,8072.3818,2892.7271,5064.7774,1159.1095
ENSG00000171492,LRRC8D,273.0367,232.042,148.0605,175.4521,348.1466,129.5821,258.7502,257.2265,596.2271,312.1859,22.7393,45.2881
ENSG00000171495,MROH2B,1.0156,0,0,0,1.9964,41.2202,0,0,0,0,0,0
ENSG00000171496,OR1L8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171497,PPID,591.1049,236.5053,307.0746,351.6874,383.4785,370.8736,473.6382,452.6044,716.3889,367.3532,353.3115,209.7143
ENSG00000171501,OR1N2,0,0,0,1.0017,0,0,0,0,0,0,0,0
ENSG00000171502,COL24A1,4.0961,12.126,3.9177,9.2394,143.1641,380.5753,2.3151,7.9766,12.4886,0.9984,8.3163,11.1347
ENSG00000171503,ETFDH,177.1596,129.2094,76.2079,84.1613,70.153,294.3036,87.9358,92.0405,146.4198,144.0386,290.7118,68.9565
ENSG00000171505,OR1N1,0,0,0,0,0,1.9859,0,0,0,1.0014,0,0
ENSG00000171509,RXFP1,1.0155,2.0077,1.243,1.9996,2.9758,0.9731,0,2.0002,0.9962,1.0144,1.1023,0
ENSG00000171517,LPAR3,3.2645,17.0826,5.625,6.1435,13.1472,2.0206,2.5841,14.5444,147.261,5.8032,27.4192,4.547
ENSG00000171522,PTGER4,70.8972,96.5097,64.7727,61.9018,47.2554,410.8766,64.567,48.8475,178.2942,112.6984,3.9983,6.9496
ENSG00000171530,TBCA,793.863,1233.7227,1097.5135,288.2458,843.4686,777.1524,338.1212,1472.5,4241.5253,1643.7483,67.2613,176.3506
ENSG00000171532,NEUROD2,146.7261,47.165,283.8149,316.7199,57.9558,24.3321,183.6191,143.5382,336.4613,122.7729,1790.1469,554.7291
ENSG00000171533,MAP6,37.4114,43.1538,17.8826,36.2253,68.3453,1124.642,10.9646,9.973,5.0192,3.9774,4.9492,3.9554
ENSG00000171540,OTP,0,0,1.0022,1.0088,1.0074,1.01,0,0.9969,9.035,0.9908,0,0
ENSG00000171551,ECEL1,15.1608,19.0602,1.9816,0.9978,14.0628,222.7798,11.0153,0,4.0141,1.0036,0.9986,1.0012
ENSG00000171552,BCL2L1,5695.1212,4167.5736,1861.3541,3622.3684,5912.6223,1741.3775,4751.0249,5865.9829,11032.7053,2358.8712,2278.5001,1668.9229
ENSG00000171557,FGG,4136.8257,0.9956,0,122.6357,0,0,46.8647,0,0,0,0,0
ENSG00000171560,FGA,18471.0887,24.0988,0.9969,324.4918,5.0191,0,218.3967,0.9969,0,0,0,0
ENSG00000171561,OR2AT4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171564,FGB,20719.0827,34.0189,0,573.6072,0.9998,0,200.6617,13.9849,0,0,0,3.9763
ENSG00000171566,PLRG1,81.2087,242.4027,62.6173,23.8995,212.0952,320.5718,43.0967,74.9216,137.2593,86.8768,38.2178,27.2815
ENSG00000171570,RAB4B,19.1788,18.1345,47.7217,5.2797,8.5224,2.5716,7.4,27.5269,32.127,156.4814,0,1.1555
ENSG00000171574,ZNF584,368.3111,272.0373,152.772,366.3205,287.495,337.8184,275.0319,245.7481,382.5168,329.9677,150.235,100.3896
ENSG00000171587,DSCAM,1.017,2.0116,0,29.2986,9.081,12.1469,0,0,0,0,0,0
ENSG00000171595,DNAI2,0,7.0265,0,0.995,1.0053,1.9992,0,2.0026,85.143,0.9928,0,1.986
ENSG00000171596,NMUR1,26.2234,45.4585,17.0226,21.4739,83.4957,22.232,27.978,44.1854,49.0831,37.9223,22.8605,24.9235
ENSG00000171603,CLSTN1,4692.3773,3468.5638,1980.6909,8396.7139,6794.4862,4395.7823,4794.7108,4886.1559,6163.6779,7382.22,1865.031,2800.4027
ENSG00000171604,CXXC5,3786.8364,2605.6415,1282.6331,3843.51,3835.5571,1130.6061,2540.1527,2736.1615,2825.7447,2822.6295,4132.6247,2091.0481
ENSG00000171606,ZNF274,324.0765,394.231,298.3855,411.1536,661.1439,705.8953,374.718,365.4555,416.1313,323.0189,88.1329,93.644
ENSG00000171608,PIK3CD,171.0485,226.8528,109.0713,96.4931,410.23,575.8187,75.6711,213.457,148.7523,127.063,33.7349,130.0971
ENSG00000171611,PTCRA,3.9695,0,0,0,0.9926,0.9864,3.0071,0,2.9949,2.0112,0,4.0157
ENSG00000171612,SLC25A33,309.6178,281.0057,119.8786,173.5248,249.7308,126.5354,147.0244,242.759,597.9825,248.7702,79.5298,89.1693
ENSG00000171617,ENC1,1373.9878,1778.225,800.9698,470.4979,3571.3133,84.9793,1021.3056,2108.9443,2234.4412,2450.7417,94.8132,370.532
ENSG00000171621,SPSB1,889.7523,529.5526,199.1714,591.8876,1326.9494,747.6162,487.6638,442.6993,560.0456,312.2986,119.6521,260.9856
ENSG00000171631,P2RY6,70.7738,39.1207,24.591,102.6293,65.3152,53.5581,170.2826,73.829,130.8941,64.5483,51.4789,60.3966
ENSG00000171634,BPTF,190.3008,295.3639,200.9313,280.2229,582.9112,388.4273,193.6635,203.6951,453.9019,236.4412,167.1399,89.4278
ENSG00000171643,S100Z,0.9876,0,0,0,6.9268,0.995,0,0,1.0003,0,0,0
ENSG00000171649,ZIK1,10.8653,7.4703,2.0411,5.653,12.6526,89.0152,3.177,2.3926,10.2319,1.1898,16.5933,0
ENSG00000171657,GPR82,0.9955,14.8231,7.0757,15.4486,10.7836,5.9547,4.3394,18.6478,13.5877,11.6651,43.4582,15.8234
ENSG00000171658,NMRAL1P1,2.02,2.9758,6.9109,107.4279,80.9253,0,5.9802,161.7286,93.9986,154.5508,64.2047,44.7025
ENSG00000171659,GPR34,0,8.0279,0.9871,0,1.004,2.0091,0,1.9956,6.0166,1.9874,0,0
ENSG00000171671,SHANK2-AS3,17.5477,8.8368,53.1594,34.002,10.9359,4.2622,12.9895,55.1112,43.5704,49.4185,337.7722,83.6733
ENSG00000171680,PLEKHG5,648.3284,736.1141,414.0332,1310.2034,1902.2165,486.9532,1261.7486,911.3759,1810.2605,339.9994,549.5315,516.7067
ENSG00000171681,ATF7IP,224.7901,272.3221,233.3871,614.4283,607.5002,316.7984,314.2217,284.9219,415.1386,300.4205,278.5535,85.9161
ENSG00000171695,LKAAEAR1,1.9933,1.995,0,0,5.967,0.9865,1.0024,0,0.9983,0,0,0
ENSG00000171700,RGS19,111.8956,282.689,111.8898,88.4111,508.284,185.3701,113.7031,314.4262,397.8073,117.4693,8.9302,61.4076
ENSG00000171703,TCEA2,762.4207,633.1285,236.4778,842.7312,650.8895,2418.1993,903.8212,169.0942,187.8581,53.2742,409.4496,98.3677
ENSG00000171711,DEFB4A,0,31.6526,0,0,1.9223,0,0,134.571,0,8.3215,0,85.5725
ENSG00000171714,ANO5,7.0326,3.0181,3.9085,3.03,0,27.3299,2.9828,12.9553,0,12.8624,34.64,7.8779
ENSG00000171720,HDAC3,2290.7754,1777.2615,1158.5071,1233.2357,2631.0395,1783.1408,1121.9889,2306.6141,3744.913,1687.6074,782.2678,634.5822
ENSG00000171722,C1orf111,1.0095,2.006,0,0,1.0036,0,0.9969,0,0,0,0,0
ENSG00000171723,GPHN,165.9034,171.0093,349.6381,195.6384,139.9387,250.1478,338.5753,342.117,1165.3444,275.2111,38.5073,87.9679
ENSG00000171724,VAT1L,6.0939,26.1223,0,9.0802,30.2248,36.3672,0,19.9378,38.1499,8.9158,0,3.9359
ENSG00000171729,TMEM51,826.5404,627.1501,548.7485,907.2546,1117.7083,1085.3995,905.8375,774.6482,2552.5039,1039.0988,436.9447,481.9086
ENSG00000171735,CAMTA1,489.4777,380.9073,291.9275,497.0507,489.0106,758.8405,465.1122,504.3142,1092.1999,603.8482,112.0327,217.0531
ENSG00000171747,LGALS4,18217.2108,23790.7064,9629.2499,16666.0222,11668.6506,224.0854,13729.5442,22850.1183,45114.4891,27013.0439,5269.3794,7132.6927
ENSG00000171757,LRRC34,3.0785,7.1063,4.1155,13.2714,14.1176,13.7188,2.0334,11.032,14.2175,13.2044,12.5062,8.0209
ENSG00000171759,PAH,69.6766,5.9938,0,6.9565,50.8311,0,10.0299,11.0283,0,1.001,0,0
ENSG00000171763,SPATA5L1,71.8563,158.5233,36.6995,22.1532,128.4197,153.7118,25.9069,78.8248,215.5894,42.745,12.917,5.9923
ENSG00000171766,GATM,145.7186,49.3888,62.1469,25.0861,49.2548,244.7074,40.8597,25.9475,35.0741,3.2942,19.7119,10.9667
ENSG00000171772,SYCE1,7.0376,2.0026,1.9873,11.7462,7.0118,23.8265,2.9943,0,2.0027,13.9521,0.9933,0
ENSG00000171773,NXNL1,5.0686,3.093,2.6037,11.1162,12.6494,6.9526,4.8626,7.866,10.1973,8.6358,28.8867,2.0843
ENSG00000171777,RASGRP4,26.685,42.0454,33.0531,27.4534,37.4177,32.7368,16.0455,32.3536,46.5552,27.1728,48.0984,21.1081
ENSG00000171786,NHLH1,12.1592,14.0618,3.9315,19.1447,12.0718,5.0388,4.9782,3.9892,25.0842,8.9293,0.9895,1.9719
ENSG00000171790,SLFNL1,9.0992,5.4359,9.9111,32.7741,33.7191,28.125,27.1581,6.966,27.9647,8.2324,12.8725,2.2127
ENSG00000171791,BCL2,30.5144,97.5814,11.724,20.2002,40.3356,118.3725,76.5575,37.8705,92.3907,43.5462,20.7391,23.6077
ENSG00000171792,RHNO1,243.3642,364.0234,188.2832,339.6959,1112.698,306.1082,304.6154,186.9999,633.0321,335.6274,117.0959,79.8158
ENSG00000171793,CTPS1,669.7173,548.7843,425.7541,496.5932,1596.2413,1715.037,424.9764,990.3183,2241.8471,967.6964,123.217,145.7846
ENSG00000171794,UTF1,1.0035,0,0,1.0023,0.9998,0,0,0,1.001,0,0,0
ENSG00000171798,KNDC1,57.8216,14.9725,15.9187,464.825,6.0094,56.5039,54.8716,306.042,8.0126,5.9828,41.5512,14.8526
ENSG00000171804,WDR87,2.0366,1.0063,0.9763,3.0311,0,0,1.9881,1.9929,1.0046,0.989,6.909,0
ENSG00000171806,METTL18,45.3155,43.0326,18.8755,36.1319,46.0612,38.9735,9.9736,34.9429,44.0762,12.9416,0,8.9202
ENSG00000171811,CFAP46,6.0334,3.0168,5.8864,5.02,8.055,15.8686,0,0.9965,5.0227,4.9621,3.9733,3.9301
ENSG00000171812,COL8A2,19.3098,91.5058,20.5558,3.0265,719.647,335.6176,2.986,22.9259,7.0287,5.9446,2.9722,0.9834
ENSG00000171813,PWWP2B,1940.6863,1551.2595,689.8037,2628.1717,1293.8012,780.1886,957.7516,1668.4181,5035.0481,1728.1001,1454.4073,902.942
ENSG00000171815,PCDHB1,60.0773,65.6831,49.4427,70.767,16.4777,11.4524,54.0357,54.2328,46.1289,96.6193,389.6235,78.3947
ENSG00000171817,ZNF540,21.1686,3.9682,8.0544,31.7776,14.5124,87.4837,19.0652,9.2246,14.1625,6.141,28.8368,10.5072
ENSG00000171819,ANGPTL7,0,2.008,0.9843,0,3.0072,469.0708,0,0,0,0,0,0
ENSG00000171823,FBXL14,78.909,228.8712,53.1911,36.2429,320.4987,222.3538,36.9079,51.8728,182.4573,78.4585,10.8935,2.9618
ENSG00000171824,EXOSC10,1400.0363,1132.1585,778.7402,1224.0449,2724.6847,1468.9481,866.2738,1819.7856,3475.5773,1464.9847,335.3338,469.5676
ENSG00000171827,ZNF570,24.0986,17.5753,9.0265,45.0281,15.8779,35.4368,39.4988,16.9794,34.8379,4.0907,80.5656,26.4423
ENSG00000171840,NINJ2,64.9171,73.2321,84.4903,141.2232,764.4749,64.6035,23.9736,246.041,724.2279,203.6387,19.9362,48.9123
ENSG00000171843,MLLT3,36.0179,94.3939,105.0921,148.8066,84.2375,91.8507,47.8832,123.7414,291.5081,155.2714,152.5476,59.1095
ENSG00000171847,FAM90A1,9.4943,7.6178,2.568,93.5773,8.0471,10.9632,0.9959,136.6006,142.3169,2.9887,73.9691,7.9093
ENSG00000171848,RRM2,354.4725,939.8687,392.1872,245.5531,389.4313,9.5254,107.3067,1057.0142,4192.7391,958.7644,90.9219,133.8646
ENSG00000171853,TRAPPC12,1203.7898,1147.3651,912.93,2295.6876,2191.6155,1442.7369,1995.1058,2893.9587,2085.3935,1616.2095,1049.8344,1010.5675
ENSG00000171855,IFNB1,0,0,0,0,0,0,4.0043,1.0002,0,1.003,0,0
ENSG00000171858,RPS21,63399.7799,60863.3032,25069.5079,51921.5926,31665.771,11792.1375,37930.5704,100830.5039,147684.8068,36506.3016,66849.6962,17187.0496
ENSG00000171860,C3AR1,23.2658,99.3743,10.8367,4.0268,38.0731,56.2006,2.0003,29.9272,29.0856,9.9322,3.9615,13.8228
ENSG00000171861,MRM3,645.2032,468.4059,318.0147,724.7964,850.6483,503.6763,508.4373,1050.7287,927.3452,961.4158,512.2031,357.6215
ENSG00000171862,PTEN,14.3136,35.2408,1.0516,16.2032,35.588,47.9608,12.1201,4.772,28.2062,9.6602,0,9.9194
ENSG00000171863,RPS7,36469.2578,43041.8178,33220.6921,38015.4119,33924.1961,20457.4079,22384.6762,104215.944,109494.0588,29223.5792,10774.0101,9149.9705
ENSG00000171864,PRND,1.2079,2.175,7.01,17.571,30.4283,28.7497,6.1941,3.2254,5.2512,12.6951,32.6746,7.3232
ENSG00000171865,RNASEH1,371.7452,455.1925,161.1015,608.4561,659.2186,209.5518,252.2339,1014.6696,1649.0129,655.6667,161.4709,190.0945
ENSG00000171867,PRNP,89.1731,204.5694,101.238,93.7051,126.2201,3480.0088,63.7186,24.9387,91.3003,54.5648,53.4463,15.7758
ENSG00000171872,KLF17,4.3816,1.1982,8.3437,11.1411,5.7212,15.3741,2.3933,9.335,1.238,6.094,14.0995,0.9959
ENSG00000171873,ADRA1D,21.288,10.0305,10.85,9.048,12.0752,72.592,16.9371,0.9972,16.0556,6.943,1.9786,0
ENSG00000171877,FRMD5,79.0688,3.0131,110.2923,152.1176,167.7233,32.2031,52.785,103.7535,124.3659,39.7619,8.9143,37.4751
ENSG00000171885,AQP4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171903,CYP4F11,610.3477,388.38,155.3353,388.4648,567.2839,14.1233,43.5515,858.7374,402.7602,7.9346,98.3561,11.0719
ENSG00000171914,TLN2,799.5772,823.37,680.1768,1106.1688,1669.9781,615.8526,1277.7248,1793.5019,1806.4367,1213.5636,269.5668,322.2285
