"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0060562","epithelial tube morphogenesis","10/144","344/18860",0.0290697674418605,3.80733204134367,4.60928408343653,0.000316585102590947,0.0234503442550852,0.0197289932365934,"CTHRC1/ADAMTS12/SALL4/KIF26B/COL4A1/TWIST1/TACSTD2/MTHFD1L/MYC/MET",10
"BP","GO:0007143","female meiotic nuclear division","4/144","43/18860",0.0930232558139535,12.1834625322997,6.4397555261782,0.00031917292747942,0.0234503442550852,0.0197289932365934,"TRIP13/EREG/SKA3/DCAF13",4
"BP","GO:0033280","response to vitamin D","4/144","43/18860",0.0930232558139535,12.1834625322997,6.4397555261782,0.00031917292747942,0.0234503442550852,0.0197289932365934,"STC2/SPP1/STC1/CYP27B1",4
"BP","GO:0007292","female gamete generation","7/144","176/18860",0.0397727272727273,5.20912247474747,4.9209281664291,0.000411051870814121,0.0289953862782326,0.0243940887840747,"INHBA/TRIP13/EREG/SKA3/FOSL1/TNFAIP6/DCAF13",7
"BP","GO:0048705","skeletal system morphogenesis","8/144","232/18860",0.0344827586206897,4.51628352490421,4.72692619828581,0.000416568876587085,0.0289953862782326,0.0243940887840747,"COL1A1/MDFI/SFRP4/TWIST1/STC1/MTHFD1L/SERPINH1/MYC",8
"BP","GO:0050673","epithelial cell proliferation","12/144","496/18860",0.0241935483870968,3.16868279569892,4.2932609714407,0.00043008149335722,0.0291683474340986,0.0245396026169275,"CDH3/CLDN1/FAP/APLN/COL8A1/EREG/SULF1/PDX1/LOXL2/UHRF1/TACSTD2/MYC",12
"BP","GO:1903034","regulation of response to wounding","7/144","179/18860",0.0391061452513966,5.12181874612042,4.86014698065574,0.000454938969111735,0.0300828393325135,0.0253089731763739,"CLDN1/FAP/PLAU/TNFRSF12A/CCN4/SPP1/SERPINE1",7
"BP","GO:0030216","keratinocyte differentiation","7/144","180/18860",0.0388888888888889,5.09336419753086,4.84018834264323,0.00047037173312231,0.0303447130270368,0.0255292899568822,"CDH3/ETV4/EREG/KRT80/KRT7/CYP27B1/PKP1",7
"BP","GO:0043200","response to amino acid","6/144","130/18860",0.0461538461538462,6.0448717948718,5.06275579583091,0.000489731617845345,0.0308414316476414,0.0259471839630341,"MMP3/COL1A1/GRIN2D/SLC7A5/COL4A1/PDX1",6
"BP","GO:0035455","response to interferon-alpha","3/144","21/18860",0.142857142857143,18.7103174603175,7.12264219898435,0.000524138259530304,0.031507856737674,0.0265078536039967,"IFITM3/MYC/IFITM1",3
"BP","GO:0045618","positive regulation of keratinocyte differentiation","3/144","21/18860",0.142857142857143,18.7103174603175,7.12264219898435,0.000524138259530304,0.031507856737674,0.0265078536039967,"ETV4/CYP27B1/PKP1",3
"BP","GO:0098773","skin epidermis development","6/144","137/18860",0.0437956204379562,5.7360097323601,4.87999311360914,0.00064618797113453,0.0379814929700185,0.0319541841164537,"INHBA/CDH3/CLDN1/FOXQ1/SNAI1/MET",6
"BP","GO:0009110","vitamin biosynthetic process","3/144","23/18860",0.130434782608696,17.0833333333333,6.76968046568911,0.000690174161423532,0.0392427103630797,0.0330152580668791,"PSAT1/SNAI1/CYP27B1",3
"BP","GO:0061041","regulation of wound healing","6/144","139/18860",0.0431654676258993,5.65347721822542,4.83008227616699,0.00069731848282221,0.0392427103630797,0.0330152580668791,"CLDN1/FAP/PLAU/TNFRSF12A/CCN4/SERPINE1",6
"BP","GO:0071230","cellular response to amino acid stimulus","5/144","93/18860",0.0537634408602151,7.04151732377539,5.12299734100378,0.000733726023151085,0.0401997829393402,0.0338204521475535,"MMP3/COL1A1/GRIN2D/SLC7A5/COL4A1",5
"BP","GO:0001503","ossification","11/144","455/18860",0.0241758241758242,3.16636141636142,4.10301172110615,0.000752116347869364,0.0401997829393402,0.0338204521475535,"CTHRC1/COL1A1/ADAMTS12/CCN4/TWIST1/SPP1/STC1/SNAI1/CYP27B1/TNFAIP6/IFITM1",11
"BP","GO:0048260","positive regulation of receptor-mediated endocytosis","4/144","54/18860",0.0740740740740741,9.70164609053498,5.61673763570064,0.000766504743216871,0.0401997829393402,0.0338204521475535,"APLN/SFRP4/PCSK9/SERPINE1",4
"BP","GO:0009913","epidermal cell differentiation","8/144","255/18860",0.0313725490196078,4.10893246187364,4.38430338334323,0.000775118688055331,0.0401997829393402,0.0338204521475535,"CDH3/ETV4/EREG/KRT80/SFRP4/KRT7/CYP27B1/PKP1",8
"BP","GO:0001101","response to acid chemical","6/144","144/18860",0.0416666666666667,5.45717592592593,4.70943234181309,0.000838886889564167,0.042670304286485,0.0358989247882317,"MMP3/COL1A1/GRIN2D/SLC7A5/COL4A1/PDX1",6
